MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,4,M ,ISM,M1,SALINITY,,8.25,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,5,M ,ISM,M1,SALINITY,,8.6,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,15.8,B ,ISM,M1,SALINITY,,10.69,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,11,M ,ISM,M1,SALINITY,,10.09,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,12,M ,ISM,M1,SALINITY,,10.26,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,13,M ,ISM,M1,SALINITY,,10.26,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,14,M ,ISM,M1,SALINITY,,10.4,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,0.5,S ,ISM,M1,SALINITY,,3.44,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36412,BAY159,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/26/92,8:12:00,16.8,1.5,7.5,15,M ,ISM,M1,SALINITY,,10.5,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,1,M ,ISM,M1,SALINITY,,3.82,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,2,M ,ISM,M1,SALINITY,,3.98,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,3,M ,ISM,M1,SALINITY,,4.23,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,5,AP,ISM,M1,SALINITY,,4.37,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,4,M ,ISM,M1,SALINITY,,4.31,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,6,M ,ISM,M1,SALINITY,,4.58,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,7,M ,ISM,M1,SALINITY,,4.82,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,8,M ,ISM,M1,SALINITY,,5.15,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,10,BP,ISM,M1,SALINITY,,5.52,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,9,M ,ISM,M1,SALINITY,,5.39,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,11,M ,ISM,M1,SALINITY,,5.94,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,12,M ,ISM,M1,SALINITY,,6.24,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,13,M ,ISM,M1,SALINITY,,6.4,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36586,BAY160,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/8/92,8:13:00,15.4,,,14.4,B ,ISM,M1,SALINITY,,6.65,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,0.5,S ,ISM,M1,SALINITY,,4.58,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,5,AP,ISM,M1,SALINITY,,7.21,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,1,M ,ISM,M1,SALINITY,,5.43,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,2,M ,ISM,M1,SALINITY,,5.88,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,3,M ,ISM,M1,SALINITY,,6.45,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,4,M ,ISM,M1,SALINITY,,6.74,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,14.6,B ,ISM,M1,SALINITY,,12.34,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,14.6,BP,ISM,M1,SALINITY,,12.34,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,6,M ,ISM,M1,SALINITY,,7.51,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,7,M ,ISM,M1,SALINITY,,8.64,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,8,M ,ISM,M1,SALINITY,,9.59,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,9,M ,ISM,M1,SALINITY,,9.89,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,10,M ,ISM,M1,SALINITY,,10.1,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,11,M ,ISM,M1,SALINITY,,10.24,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,12,M ,ISM,M1,SALINITY,,10.34,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,13,M ,ISM,M1,SALINITY,,10.89,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,0.5,S ,ISM,M1,SALINITY,,8.2,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36866,BAY161,TWQM,TRIB,MDDNR,MDDNR,RET2.4,6/23/92,8:25:00,15.6,6.5,13.5,14,M ,ISM,M1,SALINITY,,12.32,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,1,M ,ISM,M1,SALINITY,,8.22,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,2,M ,ISM,M1,SALINITY,,8.3,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,3,M ,ISM,M1,SALINITY,,8.61,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,8,M ,ISM,M1,SALINITY,,9.64,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,9,M ,ISM,M1,SALINITY,,9.64,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,7,M ,ISM,M1,SALINITY,,9.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,4,M ,ISM,M1,SALINITY,,8.69,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,10,BP,ISM,M1,SALINITY,,9.81,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,5,AP,ISM,M1,SALINITY,,8.75,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,6,M ,ISM,M1,SALINITY,,8.83,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,14.6,B ,ISM,M1,SALINITY,,9.94,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,11,M ,ISM,M1,SALINITY,,9.84,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,12,M ,ISM,M1,SALINITY,,9.91,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,13,M ,ISM,M1,SALINITY,,9.91,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,36958,BAY162,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/6/92,8:30:00,15.6,,,14,M ,ISM,M1,SALINITY,,9.93,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,14,M ,ISM,M1,SALINITY,,12.13,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,3,M ,ISM,M1,SALINITY,,9.91,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,4,M ,ISM,M1,SALINITY,,9.98,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,5,M ,ISM,M1,SALINITY,,10.04,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,6,M ,ISM,M1,SALINITY,,10.3,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,7,M ,ISM,M1,SALINITY,,10.5,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,8,M ,ISM,M1,SALINITY,,10.56,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,9,M ,ISM,M1,SALINITY,,11.47,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,10,M ,ISM,M1,SALINITY,,11.74,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,1,AP,ISM,M1,SALINITY,,9.4,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,51920,BAY125,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/27/90,8:15:00,15.8,,,0.3,S ,ISM,M1,SALINITY,,6.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,51920,BAY125,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/27/90,8:15:00,15.8,,,15.5,B ,ISM,M1,SALINITY,,7.37,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52068,BAY126,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/10/90,8:53:00,15.8,,,0.3,S ,ISM,M1,SALINITY,,7.83,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,2,M ,ISM,M1,SALINITY,,9.4,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,51920,BAY125,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/27/90,8:15:00,15.8,,,4.6,M ,ISM,M1,SALINITY,,5.76,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,51920,BAY125,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/27/90,8:15:00,15.8,,,9.1,M ,ISM,M1,SALINITY,,6.8,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,14.9,B ,ISM,M1,SALINITY,,12.86,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,13,M ,ISM,M1,SALINITY,,12.2,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,11,M ,ISM,M1,SALINITY,,12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,12,M ,ISM,M1,SALINITY,,12.2,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,14.9,BP,ISM,M1,SALINITY,,12.86,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,37227,BAY163,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/20/92,8:30:00,15.9,2.5,14.5,0.5,S ,ISM,M1,SALINITY,,9.2,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,0.5,S ,ISM,M1,SALINITY,,7.93,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52068,BAY126,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/10/90,8:53:00,15.8,,,15.5,B ,ISM,M1,SALINITY,,8.33,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52302,BAY127,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/24/90,9:20:00,15.5,,,4.6,M ,ISM,M1,SALINITY,,8,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52302,BAY127,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/24/90,9:20:00,15.5,,,9.1,M ,ISM,M1,SALINITY,,9.47,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52302,BAY127,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/24/90,9:20:00,15.5,,,0.3,S ,ISM,M1,SALINITY,,7.41,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,51920,BAY125,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/27/90,8:15:00,15.8,,,13.7,M ,ISM,M1,SALINITY,,7.37,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52068,BAY126,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/10/90,8:53:00,15.8,,,4.6,M ,ISM,M1,SALINITY,,7.91,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52068,BAY126,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/10/90,8:53:00,15.8,,,9.1,M ,ISM,M1,SALINITY,,8.33,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52068,BAY126,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/10/90,8:53:00,15.8,,,13.7,M ,ISM,M1,SALINITY,,8.34,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,5,AP,ISM,M1,SALINITY,,8,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52302,BAY127,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/24/90,9:20:00,15.5,,,15.2,B ,ISM,M1,SALINITY,,11.7,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52302,BAY127,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/24/90,9:20:00,15.5,,,13.7,M ,ISM,M1,SALINITY,,11.46,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,1,M ,ISM,M1,SALINITY,,7.87,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,9,BP,ISM,M1,SALINITY,,8.95,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,0.5,S ,ISM,M1,SALINITY,,3.33,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,0.5,S ,ISM,M1,SALINITY,,1.38,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,13.6,B ,ISM,M1,SALINITY,,7.68,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,3,M ,ISM,M1,SALINITY,,3.76,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,4,M ,ISM,M1,SALINITY,,4.46,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,5,M ,ISM,M1,SALINITY,,4.8,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,6,M ,ISM,M1,SALINITY,,5.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,7,M ,ISM,M1,SALINITY,,6.61,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,9,M ,ISM,M1,SALINITY,,7.33,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,10,M ,ISM,M1,SALINITY,,7.42,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,11,M ,ISM,M1,SALINITY,,7.59,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,8,BP,ISM,M1,SALINITY,,7.09,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,2,AP,ISM,M1,SALINITY,,3.42,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,3,M ,ISM,M1,SALINITY,,7.93,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,52514,BAY128,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/15/90,8:18:00,16.4,,,7,M ,ISM,M1,SALINITY,,8.12,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,1,M ,ISM,M1,SALINITY,,3.37,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,7,BP,ISM,M1,SALINITY,,5.65,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,4,M ,ISM,M1,SALINITY,,2.66,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,5,M ,ISM,M1,SALINITY,,4.48,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,6,M ,ISM,M1,SALINITY,,5.63,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,8,M ,ISM,M1,SALINITY,,5.67,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,3,AP,ISM,M1,SALINITY,,2.53,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,12,M ,ISM,M1,SALINITY,,7.72,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46385,BAY134,TWQM,TRIB,MDDNR,MDDNR,RET2.4,3/12/91,8:32:00,14.6,3.5,6.5,13,M ,ISM,M1,SALINITY,,7.71,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,1,M ,ISM,M1,SALINITY,,1.83,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,2,M ,ISM,M1,SALINITY,,2.17,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46960,BAY137,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/22/91,8:15:00,14.8,,,4,AP,ISM,M1,SALINITY,,3.31,PPT,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,46741,BAY136,TWQM,TRIB,MDDNR,MDDNR,RET2.4,4/8/91,9:15:00,17,4.5,5.5,13,M ,ISM,M1,SALINITY,,6.53,PPT,F01 ,,,,,,38.3626,-76.99063,T3
